id,Тип_жилья,Широта,Долгота,Город,Индекс,Площадь,Этаж,Размер_участка,Расход_тепла,Ктгр_энергоэффективности,Кво_вредных_выбросов,Ктгр_вредных_выбросов,Направление,Кво_комнат,Кво_спален,Кво_ванных,Кво_фото,Нлч_парковки,Нлч_почтового_ящика,Нлч_балкона,Нлч_террасы,Нлч_подвала,Нлч_гаража,Нлч_кондиционера,Последний_этаж,Верхний_этаж,Цена
35845735,квартира,48.68006843541922,6.199391341726806,nancy,2426,31.0,2.0,,,,,,,2.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80000.0
35963823,дом,43.6704132971343,4.631928146235192,arles,489,410.0,,,111.0,C,30.0,D,Ю-З,11.0,9.0,13.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1200000.0
35886033,земля,44.02241769724996,4.894055820619758,bedarrides,4185,849.0,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229740.0
36098127,дом,43.54073845748172,-1.496646055029104,boucau,3116,89.0,,22.0,,,,,,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,411000.0
35864581,квартира,47.21651268921431,-1.5506561262560845,nantes,2044,6354.0,5.0,,,,,,,3.0,2.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375000.0
36050299,земля,44.92369912005663,4.705663196393251,boffres,267,500.0,,500.0,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39000.0
36040263,дом,47.44685066006243,0.867791658561292,chancay,1748,140.0,,4336.0,543.0,G,78.0,F,,5.0,4.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,228400.0
36063089,дом,43.43299531769456,6.631346662262149,roquebrune-sur-argens,4131,87.0,,70.0,135.0,C,8.0,B,Ю,3.0,2.0,12.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,275500.0
36048141,дом,45.69707591982222,3.853907584766876,chalmazel,1994,106.0,,,245.0,E,5.0,A,,5.0,3.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
17499187,дом,48.149255849870016,-3.37559666960313,plouray,2554,2600.0,,,,,,,,13.0,10.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225500.0
35856995,дом,48.51846821091588,-2.78286234449976,saint-brieuc,907,172.0,,250.0,170.0,D,39.0,E,,8.0,6.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,245575.0
35860795,квартира,41.57954140111903,9.28634025287932,porto-vecchio,825,117.0,3.0,,,,,,,4.0,3.0,7.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,750000.0
35768339,земля,43.96209916605688,1.5883309553611462,monclar-de-quercy,4074,1261.0,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0
35801091,дом,43.52781190235735,-1.498616869877494,boucau,3116,85.0,,58.0,,,,,,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,416000.0
35814109,земля,46.72837928168698,-1.6234778554262228,aizenay,4225,7180.0,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47000.0
35863831,квартира,48.81714351343217,2.2844117406933284,vanves,4544,87.0,3.0,,214.0,D,11.0,C,,4.0,3.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,630000.0
35826395,дом,47.13769377131052,-0.1400724403241009,montreuil-bellay,2250,60.0,,322.0,,,,,,2.0,1.0,5.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,81600.0
35815721,квартира,48.95565257396315,2.564160206831976,tremblay-en-france,4591,81.0,3.0,,,,,,,4.0,3.0,9.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,215000.0
36026815,дом,47.85526597264713,5.338179624132083,langres,2377,375.0,,,271.0,E,57.0,F,,7.0,6.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0
36023839,квартира,48.88584108778942,2.318963341072016,paris-17eme,3644,3341.0,,,,,,,,2.0,1.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460000.0
35842417,квартира,49.04168509135008,2.059019261988764,cergy,4656,40.0,,,,,,,,2.0,1.0,3.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,155000.0
35928707,квартира,45.83172912345068,1.264216316474601,limoges,4317,103.0,2.0,,209.0,D,6.0,B,,3.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,199800.0
35795613,квартира,49.89946159848488,2.301922806510793,amiens,3956,65.0,1.0,,203.0,D,14.0,C,,3.0,2.0,3.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,134500.0
35746299,дом,48.96352993385378,1.8701000333744573,flins-sur-seine,3864,146.0,,500.0,308.0,E,15.0,C,,6.0,5.0,19.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,449000.0
36017573,дом,47.43790017425217,-1.507344531074671,nort-sur-erdre,2052,1029.0,,,,,,,Ю-В,6.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357000.0
35979393,квартира,47.17520662250956,-1.6090511569507673,bouguenais,2048,44.0,,,51.0,B,11.0,C,,2.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0
35885527,дом,47.79826761373798,-2.415988397909998,saint-marcel,2503,200.0,,,,,,,,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110000.0
35771397,дом,45.03125505552961,0.3647213919827047,mussidan,1031,270.0,,3653.0,223.0,D,57.0,F,,11.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327000.0
35834911,квартира,43.41840045933544,6.760438959703977,saint-raphael,4146,76.0,5.0,,86.0,B,15.0,C,Ю-З,3.0,2.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,304500.0
35904001,разное,44.27092123429875,4.163640161966806,meyrannes,1336,109.0,,,,,,,,,,6.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,110000.0
35897227,дом,44.767069306194806,4.5203063672867065,ajoux,241,92.0,,7700.0,213.0,D,64.0,F,Ю-В,5.0,3.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220000.0
35851215,квартира,45.76063446397257,4.8524005254445735,lyon-3eme,3330,33.0,,,,,,,В,1.0,,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,219900.0
35928669,дом,45.00754379082763,0.8276799958042795,cendrieux,1029,140.0,,5500.0,198.0,D,29.0,D,,6.0,5.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,219450.0
36041511,квартира,45.783910436514006,4.822090287103465,lyon-4eme,3331,105.0,,,88.0,B,16.0,C,,4.0,3.0,12.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,595000.0
35796363,земля под застройку,46.44920209608982,-1.3012212805614174,curzon,4258,720.0,,,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000.0
35849251,дом,45.17141448216086,1.5535055456539095,malemort-sur-correze,799,113.0,,210.0,247.0,E,74.0,F,,8.0,4.0,11.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0
33307127,дом,49.28201940099752,0.9950055956172186,elbeuf,3691,240.0,,,151.0,D,17.0,C,,13.0,7.0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149000.0
35889669,квартира,47.19696268288157,-0.862038248942211,jallais,2272,10739.0,4.0,,,,,,,4.0,3.0,6.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,829000.0
36010855,квартира,48.79886890510183,2.498957079571622,saint-maur-des-fosses,4613,42.0,2.0,,,,,,,2.0,1.0,3.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,339000.0
35802447,дом,44.21713359278672,3.984107815988369,branoux-les-taillades,1304,173.0,,900.0,173.0,D,34.0,D,,7.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,175000.0
35887067,квартира,42.70492356316292,2.9009806114989822,perpignan,3165,70.0,,,216.0,D,7.0,B,,3.0,2.0,9.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84000.0
35845941,вилла,43.45483725832131,5.866859974482575,saint-maximin-la-sainte-baume,4126,155.0,,2714.0,113.0,C,13.0,C,В-З,6.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504000.0
35869371,квартира,42.51838736407864,3.0806808072957512,collioure,3175,35.0,1.0,,,,,,,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0
33052017,квартира,46.25949203028068,6.381315282166534,bons-en-chablais,3621,89.0,,,,,,,,4.0,3.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370000.0
36048503,разное,48.08800699528382,3.292691139568229,villeneuve-sur-yonne,4434,250.0,,,219.0,D,50.0,E,,8.0,7.0,7.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,210000.0
36096105,квартира,45.80175180118499,4.85290306427216,caluire-et-cuire,3357,47.0,,,,,,,,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328000.0
36040821,квартира,50.168818795523045,3.236770430658946,cambrai,2776,4248.0,,1304.0,,,,,,2.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0
35836133,дом,42.81846612467625,2.4938446196270583,saint-paul-de-fenouillet,3178,8425.0,,251.0,163.0,D,6.0,B,,5.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148400.0
35852653,земля,44.39428247066242,0.7138677393598172,villeneuve-sur-lot,2201,1868.0,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104500.0
35834573,дом,43.5797127436572,7.122298260077927,antibes,227,160.0,,1200.0,55.0,B,9.0,B,,6.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1674000.0
36017173,разное,50.63808477463441,3.07524446379487,lille,2810,200.0,,,,,,,,,,17.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385000.0
35872851,дом,46.93485407122399,0.6092776362754996,dange-saint-romain,4286,161.0,,747.0,236.0,E,23.0,D,,8.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149500.0
36063567,квартира,48.77879875477578,2.2647638369987093,le-plessis-robinson,4560,41.0,,,,,,,В,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,291000.0
35760537,дом,49.00095975566966,2.1788651421916523,herblay,4669,110.0,,407.0,149.0,C,35.0,D,,5.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498000.0
35856357,квартира,43.27841115689824,5.433133193492118,marseille-10eme,458,55.0,,,,,,,,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128000.0
35808967,дом,48.44778297309742,1.5045103429472724,chartres,1194,122.0,,337.0,,,,,В,5.0,3.0,14.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,358750.0
35713959,квартира,43.45733281461624,6.549917697507008,le-muy,4128,103.0,1.0,,83.0,B,19.0,C,Ю,4.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157500.0
35919809,квартира,43.2361095407357,0.0952907708152503,tarbes,3136,66.0,1.0,,227.0,D,53.0,E,В-З,4.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64000.0
35824101,дом,43.36814728269309,3.0339853137607022,puisserguier,1621,60.0,,,,,,,,3.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,89500.0
35906769,квартира,48.84654167328189,2.306555573126236,paris-15eme,3642,5144.0,1.0,,,,,,,2.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,493500.0
35808695,квартира,44.83217178510088,-0.628815345398404,merignac,1545,,,,,,,,,4.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,187000.0
35902835,квартира,43.555320275878906,7.016595735052471,cannes,209,5374.0,1.0,,225.0,D,9.0,B,Ю-З,2.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,470000.0
35845639,квартира,48.89556801609415,2.2977595315846715,clichy,4538,20.0,1.0,,,,,,,1.0,1.0,4.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87000.0
36085899,дом,49.69023538811358,2.590664432803248,davenescourt,3992,55.0,,326.0,491.0,G,29.0,D,,3.0,2.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0
35876393,разное,47.657669246225694,-2.7552639352582573,vannes,2498,,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828000.0
35874965,дом,47.14913582836424,-1.3918275659773454,la-haie-fouassiere,2079,1492.0,,1064.0,81.0,B,19.0,C,С-З,6.0,4.0,17.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,530400.0
36029241,квартира,43.44927474011885,5.467741352998833,gardanne,478,70.0,,,,,,,,3.0,2.0,3.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,270000.0
35838303,квартира,43.65004893573962,3.959289926801424,vendargues,1633,38.0,2.0,,,,,,,3.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74000.0
36003597,дом,48.19432212678243,1.889087845575233,janville,1214,231.0,,31150.0,,,,,,4.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243800.0
35802315,квартира,48.0640894875381,-0.7690559902259025,laval,2396,57.0,2.0,,297.0,E,38.0,E,,3.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168000.0
36049109,дом,43.61963990489574,1.5018255273020442,balma,1375,100.0,,187.0,207.0,D,48.0,E,,6.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441000.0
35780663,квартира,48.862644115745525,2.400529105331304,paris-20eme,3647,5448.0,3.0,,,,,,В,2.0,1.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,546000.0
36027451,дом,48.569435028273965,-3.442912794210384,plounevez-moedec,967,100.0,,1151.0,234.0,E,70.0,F,,7.0,4.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0
35953775,квартира,48.87638462710783,2.34707638753947,paris-9eme,3636,29.0,3.0,,451.0,G,80.0,F,,2.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,370000.0
35821755,разное,48.84700632153652,2.299648363773912,paris-15eme,3642,250.0,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990000.0
35786063,квартира,48.45611123328049,-2.044844958118568,dinan,908,16725.0,2.0,,115.0,C,20.0,C,,4.0,3.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419200.0
35820237,квартира,48.88150746078365,2.5124743756403416,villemomble,4588,35.0,1.0,,,,,,,2.0,1.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203000.0
35999367,разное,45.940482603432216,-0.9806444890965116,rochefort,696,160.0,,,,,,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165300.0
36077367,дом,47.35029626827881,5.017728426419357,fontaine-les-dijon,863,120.0,,313.0,,,,,,6.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,268000.0
35911341,земля,43.23383445008025,0.0874573359588138,tarbes,3136,12500.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812500.0
36047225,дом,47.30477574543552,0.0695586457004175,brain-sur-allonnes,2280,158.0,,1101.0,,,,,,6.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,129000.0
36010507,квартира,44.83541251317174,-0.5646734672871462,bordeaux,1555,6976.0,13.0,,,,,,Ю-В,3.0,2.0,4.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,430000.0
35813637,квартира,42.62654974896327,8.938619200498358,l'ile-rousse,840,7958.0,,,107.0,C,3.0,A,,4.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395000.0
35819165,квартира,48.88390960909591,2.263904817324239,neuilly-sur-seine,4546,11.0,5.0,,,,,,Ю,1.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140000.0
36050873,дом,49.59683400220865,1.2679500276385791,rocquemont,3708,120.0,,166.0,,,,,Ю,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168000.0
35874349,разное,47.65326031878118,-2.079478795348072,redon,1693,117.0,,,,,,,,6.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138000.0
35795715,дом,45.695008410588656,-0.3296092924501578,cognac,625,115.0,,195.0,,,,,,3.0,2.0,10.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0
35878547,квартира,43.36246001145492,5.637363728489664,auriol,505,67.0,2.0,,51.0,B,6.0,B,,3.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,267000.0
36067537,квартира,48.85575557430349,2.388717302735914,paris-11eme,3638,17.0,,,,,,,,1.0,,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195000.0
35996485,квартира,49.89738597403854,2.303547257892277,amiens,3958,84.0,1.0,,,,,,,4.0,3.0,5.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,251000.0
35778411,квартира,48.895024940448906,2.202380485892477,nanterre,4536,86.0,2.0,,62.0,B,14.0,C,,4.0,3.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,588000.0
31573583,дом,43.93245282472915,5.835887316307085,niozelles,149,285.0,,15500.0,10.0,A,,,,7.0,5.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,505620.0
35986085,земля под застройку,45.58202911224638,-0.3699667197603861,saint-martial-sur-ne,717,1475.0,,1475.0,,,,,Ю,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52250.0
36048209,квартира,43.117488743590165,5.935808465443848,toulon,4104,97.0,5.0,,223.0,D,52.0,E,,4.0,3.0,8.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,250000.0
35784597,лофт,48.84818827337961,2.2946601552988826,paris-15eme,3642,,,,151.0,D,4.0,A,,1.0,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393000.0
